id,timestamp,protocol,field,old_value,new_value,old_hash,new_hash
1,1648139835.252497,mDNS,qtype,12,5,f5a853fc6401cb23e1e856a6b5f11e327d354956733d6dcebf1369903c38cf64,e03dddf8218121fe8e65f62bb383448f208f9832608565d41b8cf66cc4cf182c
2,1648139835.252524,mDNS,qr,0,1,f5a853fc6401cb23e1e856a6b5f11e327d354956733d6dcebf1369903c38cf64,bca7447a603405a1c821982bde2890c33ae96257e7ca8e6fc25697de2589be0f
