id,timestamp,protocol,field,old_value,new_value,old_hash,new_hash
1,1648139819.250248,ARP,psrc,192.168.1.1,160.46.55.28,d9560e942a9c3223be34f89909e0bfa6d7a06100ba4ef0a4e21d813672ca7a60,d2498843f70e14a5503bf303b82ba48f3f98bce5606d530c865aa189594f5146
2,1648139819.254703,ARP,hwsrc,b0:c5:54:43:54:83,27:6e:b4:79:91:ca,cc039823999eb5872c32546fd92c71f7069fc89da91dfa8ec6e144bc8f7e1579,c629362adf377a045d3c22799e0c054e0e27a1d3a51c5e11d973d3ba2749d43c
